,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Land_Slope,Neighborhood,Condition_1,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Roof_Style,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Exposure,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Screen_Porch,Pool_Area,Mo_Sold,Sale_Type,Sale_Condition,SalePrice,exterior,basement_type,basement_area,age,remodeled_age,garage_age
251,20,RL,80.0,10000,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,6,Hip,None,0.0,TA,TA,CBlock,TA,No,270.0,864.0,Ex,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,1,TA,Attchd,RFn,1.0,264.0,TA,165,0,0,0,0,3,WD ,Normal,131400,HdBoard_HdBoard,BLQ_Unf,594.0,48,22,48.0
252,20,RL,60.0,8281,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,TA,No,0.0,864.0,Gd,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,1,Po,Detchd,Unf,1.0,360.0,TA,0,0,236,0,0,12,WD ,Normal,62383,MetalSd_MetalSd,Rec_BLQ,864.0,44,0,44.0
253,160,FV,32.0,2880,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,1376.0,1376.0,Ex,1376,1629,0,3005,0.0,0.0,2,1,3,1,Gd,9,1,TA,BuiltIn,Fin,3.0,704.0,TA,0,177,0,0,0,7,WD ,Normal,280750,MetalSd_MetalSd,Unf_Unf,0.0,5,1,5.0
254,120,RL,61.0,3782,IR1,Lvl,CulDSac,Gtl,Greens,Norm,TwnhsE,1Story,8,5,Gable,None,0.0,Gd,TA,CBlock,Gd,Gd,266.0,1226.0,TA,1226,0,0,1226,1.0,0.0,1,0,1,1,Gd,4,2,TA,Attchd,Fin,2.0,484.0,TA,133,78,0,0,0,9,WD ,Normal,211500,Wd Sdng_Plywood,GLQ_Unf,960.0,28,0,28.0
255,80,RL,80.0,9600,Reg,Low,FR2,Mod,Veenker,Feedr,1Fam,SLvl,8,5,Gable,BrkFace,200.0,Gd,Gd,CBlock,TA,No,392.0,392.0,Ex,1487,1012,0,2499,0.0,0.0,2,1,4,1,TA,5,1,Gd,Attchd,Unf,2.0,527.0,TA,0,64,0,0,0,1,WD ,Abnorml,180500,Plywood_Plywood,Unf_Unf,0.0,33,0,33.0
256,60,RL,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,6,7,Gable,BrkFace,256.0,TA,TA,PConc,TA,No,932.0,932.0,Gd,1271,1369,0,2640,0.0,0.0,2,1,5,1,Gd,8,1,TA,Attchd,RFn,2.0,515.0,TA,0,120,0,168,0,5,WD ,Normal,256900,MetalSd_MetalSd,Unf_Unf,0.0,42,30,42.0
257,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,5,5,Gable,BrkFace,128.0,TA,TA,CBlock,Gd,Mn,588.0,1288.0,TA,1336,0,0,1336,0.0,1.0,2,0,3,1,TA,6,1,Fa,Attchd,RFn,2.0,502.0,TA,312,11,0,0,0,8,WD ,Normal,163000,HdBoard_HdBoard,ALQ_Rec,700.0,40,0,40.0
258,20,RL,80.0,9650,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,Gable,BrkFace,360.0,TA,TA,CBlock,Gd,No,664.0,1350.0,TA,1334,0,0,1334,0.0,1.0,2,0,2,1,TA,6,1,TA,Attchd,RFn,2.0,630.0,TA,0,16,0,0,0,4,WD ,Normal,167900,Plywood_Plywood,ALQ_Unf,686.0,32,0,32.0
259,20,RL,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,1Story,7,5,Hip,None,0.0,Gd,TA,PConc,Ex,No,379.0,1650.0,Ex,1680,0,0,1680,1.0,0.0,2,0,3,1,Gd,7,1,TA,Attchd,Fin,2.0,583.0,TA,78,73,0,0,0,6,WD ,Normal,213250,VinylSd_VinylSd,LwQ_GLQ,1271.0,11,1,11.0
260,60,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,Gable,BrkFace,252.0,TA,TA,CBlock,TA,No,467.0,1165.0,Gd,1165,896,0,2061,0.0,1.0,2,1,4,1,TA,8,1,TA,Attchd,RFn,2.0,498.0,TA,0,77,0,196,0,5,COD,Abnorml,168500,Plywood_Plywood,ALQ_Unf,698.0,35,0,35.0
261,20,RL,60.0,7436,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,Gable,None,0.0,TA,TA,CBlock,TA,No,160.0,894.0,Gd,894,0,0,894,1.0,0.0,1,0,2,1,TA,5,1,Po,Detchd,Unf,2.0,396.0,TA,0,0,0,0,0,8,WD ,Normal,141500,VinylSd_VinylSd,ALQ_Unf,734.0,49,0,21.0
262,20,RL,85.0,9350,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,Gable,BrkFace,217.0,TA,TA,CBlock,TA,No,491.0,1313.0,TA,1313,0,0,1313,1.0,0.0,1,1,3,1,Gd,6,1,TA,Attchd,RFn,2.0,610.0,TA,172,28,0,121,0,2,WD ,Normal,153000,Wd Sdng_Wd Sdng,ALQ_BLQ,822.0,48,34,48.0
263,20,RL,115.0,10500,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,Gable,Stone,144.0,TA,Gd,CBlock,TA,No,294.0,1292.0,TA,1292,0,0,1292,1.0,0.0,1,1,3,1,TA,6,2,Gd,Detchd,Unf,2.0,520.0,TA,0,32,0,92,0,7,COD,Abnorml,145100,HdBoard_HdBoard,LwQ_Unf,998.0,45,0,45.0
264,80,RL,85.0,11475,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,6,6,Hip,BrkFace,90.0,TA,TA,CBlock,TA,Gd,640.0,1208.0,Ex,1576,0,0,1576,1.0,0.0,1,0,4,1,Gd,7,1,Po,BuiltIn,Fin,2.0,368.0,TA,85,0,0,0,0,9,WD ,Normal,174500,HdBoard_HdBoard,ALQ_Unf,568.0,48,0,48.0
265,20,RL,128.0,12160,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,4,Hip,BrkFace,90.0,TA,TA,CBlock,TA,No,481.0,1505.0,Ex,1505,0,0,1505,1.0,0.0,1,0,2,1,TA,6,1,TA,Attchd,RFn,2.0,505.0,TA,0,0,0,0,0,2,WD ,Normal,149500,Wd Sdng_Wd Sdng,BLQ_Unf,1024.0,56,0,56.0
266,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,Hip,Stone,238.0,TA,TA,CBlock,TA,No,131.0,1416.0,TA,1644,0,0,1644,1.0,0.0,1,0,3,1,TA,7,2,Gd,Attchd,Fin,2.0,418.0,TA,110,0,0,0,0,10,WD ,Normal,167000,HdBoard_HdBoard,GLQ_Unf,1285.0,56,0,56.0
267,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,Gable,None,0.0,Gd,TA,CBlock,TA,No,506.0,1113.0,Gd,1113,0,0,1113,0.0,0.0,1,0,3,1,Gd,5,1,Gd,Attchd,Unf,1.0,264.0,TA,0,80,120,0,0,7,WD ,Normal,147000,MetalSd_MetalSd,ALQ_Unf,607.0,59,57,59.0
268,20,RL,92.0,10573,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,6,Hip,BrkFace,3.0,TA,TA,CBlock,TA,No,141.0,1453.0,Ex,1453,0,0,1453,1.0,0.0,2,0,3,1,TA,6,1,TA,Attchd,RFn,2.0,530.0,TA,0,49,0,288,0,4,WD ,Normal,187500,MetalSd_MetalSd,Rec_Unf,1312.0,48,0,48.0
269,20,RL,80.0,14695,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,Gable,BrkFace,210.0,TA,Gd,CBlock,TA,No,175.0,1562.0,Gd,1567,0,0,1567,1.0,0.0,2,0,2,1,Gd,5,2,Gd,Attchd,Unf,2.0,542.0,TA,0,110,0,342,0,7,WD ,Normal,256000,MetalSd_MetalSd,ALQ_Unf,1387.0,43,42,43.0
270,60,RL,85.0,13600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,7,6,Gable,BrkFace,176.0,TA,TA,CBlock,TA,No,314.0,768.0,TA,1186,800,0,1986,0.0,0.0,2,1,3,1,TA,7,3,Fa,Attchd,Unf,2.0,486.0,TA,0,42,0,189,0,10,WD ,Normal,205000,HdBoard_HdBoard,BLQ_Unf,454.0,44,25,44.0
271,60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,Gable,BrkFace,576.0,TA,Gd,CBlock,Gd,No,448.0,896.0,TA,1182,960,0,2142,0.0,0.0,2,1,4,1,Gd,8,1,Gd,Attchd,Fin,1.0,509.0,TA,0,72,0,252,0,6,WD ,Normal,193500,VinylSd_VinylSd,Rec_Unf,448.0,41,0,41.0
272,20,RL,120.0,13560,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,3,Hip,BrkFace,216.0,TA,TA,CBlock,Fa,No,1392.0,1392.0,Gd,1392,0,0,1392,1.0,0.0,1,0,2,1,TA,5,2,TA,Attchd,RFn,2.0,576.0,TA,0,0,240,0,0,7,WD ,Normal,110000,Wd Sdng_Wd Sdng,Unf_Unf,0.0,41,0,41.0
273,20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,3,Hip,None,0.0,TA,TA,CBlock,TA,No,628.0,1478.0,Gd,1478,0,0,1478,1.0,0.0,1,1,3,1,TA,6,2,Gd,Attchd,RFn,2.0,442.0,TA,114,0,0,216,0,6,WD ,Normal,156500,BrkFace_BrkFace,ALQ_Rec,850.0,52,0,52.0
274,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,6,Hip,BrkCmn,183.0,TA,TA,CBlock,TA,No,0.0,1240.0,Gd,1632,0,0,1632,1.0,0.0,2,0,3,1,TA,6,1,Gd,Attchd,RFn,1.0,338.0,TA,289,0,0,0,0,4,WD ,Normal,139000,Wd Sdng_Wd Sdng,Rec_LwQ,1240.0,51,30,51.0
275,20,RL,80.0,10400,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,4,5,Gable,None,0.0,TA,TA,CBlock,TA,No,295.0,1200.0,TA,1200,0,0,1200,1.0,0.0,1,0,3,1,TA,6,2,Gd,Attchd,Unf,1.0,294.0,TA,0,189,140,0,0,11,WD ,Family,144000,Plywood_Plywood,Rec_LwQ,905.0,53,0,53.0
276,80,RL,120.0,19296,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,SLvl,6,5,Gable,BrkFace,399.0,TA,TA,CBlock,TA,Gd,0.0,1362.0,TA,1382,0,0,1382,1.0,0.0,1,0,3,1,TA,6,1,TA,Attchd,Unf,2.0,884.0,TA,0,0,252,0,0,5,WD ,Normal,176000,Wd Sdng_Wd Sdng,Rec_ALQ,1362.0,47,0,18.0
277,20,RL,74.0,8532,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,Hip,BrkFace,650.0,TA,TA,CBlock,TA,No,84.0,1297.0,Gd,1297,0,0,1297,0.0,1.0,1,0,3,1,TA,5,1,TA,Attchd,Fin,2.0,498.0,TA,0,0,0,0,0,10,WD ,Normal,153000,Wd Sdng_Wd Sdng,Rec_Unf,1213.0,55,36,55.0
278,20,RL,60.0,10434,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,Gable,None,0.0,TA,TA,CBlock,TA,No,1005.0,1005.0,TA,1005,0,0,1005,0.0,0.0,1,0,2,1,Fa,5,1,TA,Detchd,Unf,2.0,672.0,Fa,0,0,0,0,0,11,WD ,Normal,115000,Plywood_Plywood,Unf_Unf,0.0,54,0,32.0
279,20,RL,75.0,14559,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,Hip,BrkCmn,70.0,Gd,TA,CBlock,TA,No,178.0,1008.0,Ex,1363,0,0,1363,1.0,0.0,1,0,2,1,TA,6,2,TA,CarPort,Unf,1.0,288.0,TA,324,42,0,168,0,6,WD ,Normal,164900,Wd Sdng_Wd Sdng,BLQ_Rec,830.0,58,49,58.0
280,60,RL,78.0,11419,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,7,7,Gable,None,0.0,TA,TA,CBlock,TA,Mn,0.0,699.0,Ex,801,726,0,1527,1.0,0.0,1,1,3,1,TA,6,1,Gd,Attchd,Unf,2.0,410.0,TA,0,0,134,0,0,12,WD ,Normal,152500,WdShing_Wd Shng,ALQ_Unf,699.0,61,51,61.0
281,20,RL,50.0,8000,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,Gable,None,0.0,TA,Gd,CBlock,TA,No,292.0,972.0,Ex,972,0,0,972,1.0,0.0,1,0,2,1,TA,5,1,Gd,Detchd,Unf,1.0,240.0,TA,0,0,0,0,0,5,WD ,Normal,132000,VinylSd_VinylSd,ALQ_Unf,680.0,61,54,61.0
282,50,RL,60.0,10410,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,4,5,Gable,None,0.0,TA,TA,BrkTil,TA,No,1313.0,1313.0,TA,1313,0,1064,2377,0.0,0.0,2,0,3,1,Gd,8,1,TA,Detchd,Unf,2.0,528.0,TA,0,0,432,0,0,6,WD ,Normal,142900,MetalSd_MetalSd,Unf_Unf,0.0,94,35,55.0
283,20,RL,77.0,11500,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,4,Gable,None,0.0,Fa,TA,CBlock,TA,No,108.0,1040.0,Gd,1040,0,0,1040,1.0,0.0,1,0,3,1,TA,6,1,Po,Attchd,RFn,2.0,480.0,TA,0,0,156,0,0,5,WD ,Normal,163000,HdBoard_HdBoard,BLQ_Rec,932.0,42,0,42.0
284,20,RL,80.0,9000,IR1,HLS,Inside,Mod,NAmes,Norm,1Fam,1Story,6,6,Flat,BrkFace,82.0,TA,TA,CBlock,Gd,Gd,160.0,160.0,Fa,1142,0,0,1142,0.0,0.0,1,0,2,1,TA,5,1,Gd,Basment,RFn,1.0,384.0,TA,0,28,64,0,0,4,WD ,Normal,113500,Wd Sdng_Wd Sdng,Unf_Unf,0.0,51,0,51.0
285,40,RL,60.0,12144,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,Gable,None,0.0,Gd,TA,CBlock,TA,No,457.0,832.0,Gd,1036,0,232,1268,0.0,0.0,1,0,3,1,TA,6,1,Gd,Attchd,Unf,1.0,288.0,TA,0,28,0,0,0,9,WD ,Normal,133000,HdBoard_HdBoard,Rec_Unf,375.0,60,1,60.0
286,20,RL,80.0,7936,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,Hip,None,0.0,TA,TA,CBlock,TA,No,219.0,1045.0,TA,1045,0,0,1045,1.0,0.0,1,0,3,1,TA,6,1,Fa,Attchd,RFn,1.0,264.0,TA,0,0,0,0,0,4,WD ,Normal,127000,HdBoard_HdBoard,BLQ_Unf,826.0,46,0,46.0
287,70,RM,57.0,6406,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,6,Gable,None,0.0,TA,TA,BrkTil,TA,No,269.0,690.0,TA,868,690,0,1558,0.0,0.0,1,1,3,1,TA,7,1,Gd,Detchd,Unf,2.0,400.0,TA,0,36,0,182,0,10,WD ,Normal,150000,Wd Sdng_Wd Sdng,ALQ_Unf,421.0,70,11,70.0
288,60,RM,60.0,3378,Reg,HLS,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,Gable,None,0.0,TA,Gd,CBlock,TA,No,651.0,651.0,Gd,707,682,0,1389,0.0,0.0,1,1,3,1,TA,6,2,Gd,Detchd,Unf,1.0,240.0,TA,0,0,126,0,0,9,WD ,Normal,135000,HdBoard_HdBoard,Unf_Unf,0.0,63,46,62.0
289,70,RM,65.0,11700,IR1,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,7,Mansard,None,0.0,Gd,TA,Stone,TA,No,1240.0,1240.0,TA,1320,1320,0,2640,0.0,0.0,1,1,4,1,Gd,8,1,Gd,Detchd,Unf,4.0,864.0,TA,181,0,386,0,0,5,WD ,Normal,265979,Stucco_Stucco,Unf_Unf,0.0,129,123,59.0
290,70,RM,60.0,3600,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,6,7,Gable,None,0.0,TA,TA,BrkTil,TA,No,624.0,624.0,Ex,664,624,0,1288,1.0,0.0,1,0,3,1,Ex,5,1,Gd,Attchd,Unf,1.0,280.0,TA,0,103,0,0,0,5,WD ,Normal,119000,Stucco_Stucco,Unf_Unf,0.0,92,90,92.0
291,70,RM,121.0,17671,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,2Story,8,9,Gable,None,0.0,Gd,Gd,BrkTil,TA,No,700.0,916.0,Gd,916,826,0,1742,0.0,0.0,1,1,4,1,Gd,8,1,Gd,Attchd,Unf,2.0,424.0,TA,0,169,0,0,0,11,WD ,Normal,168000,Wd Sdng_Wd Sdng,BLQ_Unf,216.0,127,104,84.0
292,70,RL,144.0,21384,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,2Story,5,6,Gable,None,0.0,TA,TA,CBlock,TA,Gd,15.0,1324.0,Ex,1072,504,0,1576,2.0,0.0,1,1,3,1,Gd,6,1,TA,Attchd,RFn,2.0,528.0,TA,0,312,0,0,0,5,WD ,Normal,223500,Wd Sdng_Wd Sdng,GLQ_Unf,1309.0,86,81,86.0
293,70,RL,50.0,4960,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,5,7,Gable,None,0.0,TA,TA,CBlock,TA,No,297.0,297.0,Ex,1001,653,0,1654,0.0,0.0,2,0,3,1,TA,7,1,Gd,Detchd,Unf,1.0,336.0,TA,244,60,0,0,0,5,WD ,Normal,137000,WdShing_Wd Shng,Unf_Unf,0.0,79,52,54.0
294,50,RM,50.0,6000,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,8,Gable,None,0.0,TA,TA,BrkTil,TA,No,884.0,884.0,Ex,884,464,0,1348,1.0,0.0,1,0,3,1,TA,5,1,Fa,Detchd,Unf,1.0,216.0,TA,0,0,208,0,0,5,WD ,Normal,117000,Wd Sdng_Wd Sdng,Unf_Unf,0.0,84,72,49.0
295,50,RM,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,Gable,None,0.0,TA,Fa,CBlock,TA,No,780.0,780.0,Ex,825,587,0,1412,0.0,0.0,1,0,4,1,TA,6,1,Gd,Detchd,Unf,1.0,280.0,TA,45,0,0,0,0,5,WD ,Normal,132500,MetalSd_MetalSd,Unf_Unf,0.0,70,11,70.0
296,50,RM,51.0,6120,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,6,Gable,None,0.0,TA,TA,BrkTil,TA,No,679.0,952.0,TA,994,588,0,1582,0.0,0.0,2,0,3,1,TA,6,1,Gd,Detchd,Unf,1.0,250.0,Fa,189,0,34,0,0,2,WD ,Normal,150000,Wd Sdng_Wd Sdng,LwQ_Unf,273.0,71,12,71.0
297,70,RM,50.0,2500,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,8,Gable,None,0.0,Gd,TA,PConc,TA,No,611.0,910.0,Ex,916,910,0,1826,1.0,0.0,1,1,4,1,Ex,7,1,Gd,Attchd,Unf,1.0,164.0,Fa,0,0,0,0,0,6,WD ,Normal,155000,Stucco_Stucco,ALQ_Unf,299.0,94,90,94.0
298,80,RL,70.0,12886,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,Gable,None,0.0,TA,TA,CBlock,Gd,Av,76.0,520.0,Ex,1464,0,0,1464,0.0,1.0,2,0,3,1,TA,6,1,TA,Attchd,RFn,2.0,480.0,TA,302,0,0,100,0,10,WD ,Normal,175000,HdBoard_HdBoard,ALQ_Unf,444.0,46,36,12.0
299,60,RL,70.0,11184,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,6,5,Hip,BrkFace,92.0,TA,TA,CBlock,TA,No,192.0,918.0,Gd,918,765,0,1683,0.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,RFn,2.0,440.0,TA,243,0,0,0,0,7,WD ,Normal,172500,HdBoard_HdBoard,LwQ_Rec,726.0,31,0,31.0
300,20,RL,75.0,11625,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,Hip,BrkFace,172.0,TA,TA,CBlock,TA,No,525.0,1052.0,TA,1052,0,0,1052,0.0,0.0,1,1,3,1,TA,6,1,Po,Attchd,Fin,1.0,668.0,TA,0,215,0,0,0,4,WD ,Abnorml,113500,HdBoard_HdBoard,BLQ_Unf,527.0,42,0,25.0
301,80,RL,88.0,15400,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,5,Hip,None,0.0,TA,TA,CBlock,TA,No,552.0,552.0,TA,904,611,259,1774,0.0,0.0,2,0,4,1,TA,8,1,TA,Attchd,Unf,1.0,384.0,TA,290,40,0,0,0,7,WD ,Normal,165000,HdBoard_HdBoard,Unf_Unf,0.0,48,0,48.0
302,80,RL,88.0,15312,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,6,5,Hip,BrkFace,54.0,TA,TA,CBlock,TA,Av,550.0,1138.0,Ex,1138,0,0,1138,0.0,1.0,1,0,3,1,TA,6,1,TA,Attchd,RFn,2.0,480.0,TA,0,0,0,140,0,3,COD,Normal,148000,Wd Sdng_Wd Sdng,BLQ_Unf,588.0,49,0,49.0
303,20,RL,65.0,25095,IR1,Low,Inside,Sev,ClearCr,Norm,1Fam,1Story,5,8,Flat,None,0.0,TA,TA,CBlock,TA,Gd,113.0,1437.0,Ex,1473,0,0,1473,2.0,0.0,1,0,1,1,Ex,5,2,Gd,Attchd,Unf,1.0,452.0,TA,0,48,0,60,0,6,WD ,Partial,143000,Wd Sdng_Wd Sdng,GLQ_Unf,1324.0,41,35,41.0
304,20,RL,73.0,9855,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,5,Hip,None,0.0,TA,TA,CBlock,TA,No,1436.0,1436.0,Fa,1689,0,0,1689,0.0,0.0,1,0,3,1,TA,7,1,Gd,Attchd,Unf,2.0,480.0,TA,0,0,0,0,0,11,COD,Normal,127500,Wd Sdng_Wd Sdng,Unf_Unf,0.0,53,0,53.0
305,60,RL,50.0,9350,Reg,Bnk,Inside,Gtl,Edwards,Norm,1Fam,2Story,6,7,Hip,None,0.0,TA,TA,CBlock,TA,No,405.0,747.0,Ex,892,747,0,1639,0.0,0.0,1,1,3,1,Gd,6,1,Gd,Detchd,Unf,1.0,240.0,TA,0,50,0,0,0,7,WD ,Normal,154400,MetalSd_MetalSd,BLQ_Unf,342.0,63,4,63.0
306,20,RL,62.0,7440,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,CBlock,Gd,No,916.0,1089.0,TA,1089,0,0,1089,1.0,0.0,1,0,3,1,TA,5,1,Gd,Detchd,RFn,1.0,252.0,TA,328,0,0,0,0,9,WD ,Normal,125000,Wd Sdng_Wd Sdng,BLQ_Unf,173.0,55,0,55.0
307,50,RL,60.0,11409,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,4,Gable,None,0.0,TA,TA,CBlock,TA,No,476.0,768.0,Gd,1148,568,0,1716,0.0,0.0,1,1,3,1,TA,8,1,Gd,Attchd,Unf,1.0,281.0,TA,0,0,0,160,0,1,WD ,Normal,131000,Wd Sdng_Wd Sdng,LwQ_Unf,292.0,60,59,60.0
308,70,RL,60.0,9084,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,2Story,4,5,Gable,None,0.0,TA,TA,CBlock,TA,Mn,755.0,755.0,TA,755,755,0,1510,1.0,0.0,1,0,4,1,TA,7,1,Gd,Detchd,Unf,1.0,296.0,Fa,120,0,0,0,0,10,WD ,Normal,108000,MetalSd_MetalSd,Unf_Unf,0.0,69,10,69.0
309,80,RL,66.0,19255,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,SLvl,6,5,Gable,BrkFace,100.0,Gd,TA,CBlock,Gd,Av,0.0,520.0,Gd,1338,0,0,1338,0.0,0.0,1,1,2,1,Gd,5,1,Po,Attchd,Unf,2.0,576.0,TA,0,0,0,0,0,9,WD ,Normal,156500,Wd Sdng_Wd Sdng,Rec_GLQ,520.0,26,0,26.0
310,50,RL,79.0,12327,IR1,Low,Inside,Mod,SawyerW,Norm,1Fam,1.5Fin,8,8,Gable,None,0.0,Gd,TA,CBlock,Gd,Gd,55.0,1496.0,Ex,1496,636,0,2132,1.0,0.0,1,1,1,1,Gd,5,1,Gd,BuiltIn,Fin,2.0,612.0,Gd,349,40,0,0,0,9,WD ,Normal,316600,Wd Sdng_Wd Sdng,GLQ_Unf,1441.0,26,26,26.0
311,20,RL,90.0,14684,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,1Story,7,7,Hip,BrkFace,234.0,Gd,TA,CBlock,Gd,Mn,1496.0,2158.0,Gd,2196,0,0,2196,0.0,0.0,2,0,3,1,Gd,7,1,TA,Attchd,RFn,3.0,701.0,TA,84,70,0,0,0,6,WD ,Normal,271900,HdBoard_HdBoard,ALQ_BLQ,662.0,19,1,19.0
312,60,RL,75.0,9317,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,Gable,BrkFace,137.0,Gd,TA,PConc,Gd,No,227.0,740.0,Ex,1006,769,0,1775,1.0,0.0,2,1,3,1,Gd,7,1,TA,Attchd,Unf,2.0,425.0,TA,234,72,192,0,0,7,WD ,Normal,213000,HdBoard_HdBoard,ALQ_Unf,513.0,16,0,16.0
313,60,RL,85.0,10560,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,Gable,None,0.0,Gd,Gd,PConc,Gd,No,605.0,1079.0,Ex,1079,800,0,1879,1.0,0.0,2,1,3,1,Gd,8,1,TA,Attchd,RFn,2.0,473.0,TA,400,100,144,0,0,8,WD ,Normal,239900,VinylSd_VinylSd,GLQ_Unf,474.0,16,1,16.0
314,60,RL,80.0,9828,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,544.0,1128.0,Ex,1142,878,0,2020,0.0,0.0,2,1,3,1,Gd,8,1,TA,Attchd,RFn,2.0,466.0,TA,0,155,0,0,0,6,WD ,Normal,239500,VinylSd_VinylSd,GLQ_Unf,584.0,14,0,14.0
